,0,1
0,0,0.0
1,1,0.03
2,2,0.04
3,3,0.03999005333333334
4,4,0.03999005333333334
5,5,0.03999005333333334
6,6,0.039980065413333335
7,7,0.03996008829125333
8,8,0.039940187870031375
9,9,0.03991032081485606
